limit_bal,sex,education,marriage,age,default_payment_next_month,totalbillamt,totalpayamt,fullrepayment,risk_category
270000,1,1,1,37,1,795206,33000,0,1
280000,1,1,1,47,0,19126,19205,1,0
30000,1,2,2,30,0,48974,5911,0,0
450000,1,2,2,36,1,31659,28001,0,0
360000,1,1,1,33,0,212152,99150,0,0
20000,1,2,2,36,0,107460,5378,0,1
200000,1,3,2,40,1,1896,1896,1,0
500000,1,1,1,46,0,95925,76105,0,0
200000,1,1,1,42,0,31082,57339,1,0
450000,1,3,1,39,0,153489,73864,0,0
20000,1,2,2,37,1,7336,4850,0,1
500000,1,1,1,42,0,64743,37363,0,0
260000,1,1,2,31,0,563698,31857,0,0
60000,1,1,1,38,1,308539,41000,0,1
10000,1,2,1,37,0,27600,14763,0,0
240000,1,2,1,34,0,820493,41377,0,0
480000,1,1,1,43,0,2242241,102005,0,0
520000,1,1,1,38,0,624781,25672,0,0
20000,1,2,1,42,1,120344,5707,0,1
180000,1,1,2,33,0,13514,5930,0,1
290000,1,2,1,43,0,15697,4630,0,1
50000,1,3,2,40,1,218897,16500,0,0
500000,1,1,2,39,0,1731421,85822,0,0
100000,1,2,2,40,0,449570,44098,0,0
300000,1,1,1,39,0,149547,129248,0,0
130000,1,1,1,40,0,387978,16400,0,1
500000,1,1,1,50,0,14886,17905,1,0
220000,1,2,1,55,0,7042,7192,1,0
260000,1,3,1,63,0,1540899,56242,0,1
50000,1,2,1,51,1,200342,9923,0,0
110000,1,2,2,55,1,615407,91452,0,1
350000,1,1,1,49,0,39083,12242,0,0
180000,1,2,1,48,0,7936,6906,0,0
120000,1,3,2,50,0,726812,30109,0,1
460000,1,2,1,51,1,88615,61985,0,0
250000,1,2,1,52,1,195832,13000,0,1
50000,1,2,1,58,0,313250,11783,0,0
350000,1,1,1,56,0,1205350,38012,0,0
20000,1,3,1,52,1,112807,6938,0,1
290000,1,2,1,49,0,31270,29344,0,0
500000,1,1,1,50,1,458233,22110,0,1
240000,1,1,2,57,0,1192793,72819,0,0
50000,1,2,2,52,0,154533,51092,0,0
180000,1,1,1,50,0,425049,28000,0,0
500000,1,3,1,52,0,230758,228823,0,0
110000,1,2,2,51,0,383448,12600,0,0
500000,1,2,1,53,0,15452,11320,0,0
30000,1,2,1,53,0,176974,10000,0,0
600000,1,1,1,53,1,2742479,88000,0,1
80000,1,1,1,60,0,200401,14567,0,0
270000,1,1,1,61,0,67796,11000,0,0
30000,1,3,2,56,0,188131,7593,0,0
20000,2,2,2,22,1,63006,4700,0,1
20000,2,1,2,23,0,113783,7780,0,1
90000,1,3,1,56,1,216270,9184,0,1
160000,1,2,1,59,0,8658,8658,1,0
90000,2,2,2,23,0,451392,16586,0,0
60000,2,2,2,24,1,3160,2046,0,1
20000,2,3,2,24,0,33131,13398,0,0
120000,2,2,2,25,0,5789,4135,0,0
20000,2,2,1,27,0,42600,23726,0,0
130000,2,2,2,28,1,701647,30042,0,0
90000,2,2,2,27,0,111004,66570,0,0
430000,2,1,2,27,0,3401,3413,1,0
360000,2,1,2,27,0,18143,18143,1,0
10000,2,1,2,22,0,28869,4775,0,0
210000,2,2,2,25,0,83864,56428,0,0
120000,2,3,1,30,0,5905,5905,1,0
120000,2,2,1,30,0,727270,28200,0,0
100000,2,1,2,30,0,499942,28100,0,1
60000,2,2,2,28,1,56013,26497,0,1
20000,2,1,2,25,0,22607,22607,1,0
90000,2,3,2,26,1,34638,20451,0,0
220000,2,1,2,28,0,154591,41903,0,0
180000,2,2,1,40,0,44762,3045,0,0
320000,2,1,2,31,0,383180,17117,0,0
280000,2,2,2,29,0,42463,17674,0,0
130000,2,2,2,30,0,3168,2376,0,1
280000,2,1,2,30,1,893,557,0,0
50000,2,2,1,30,0,214286,28013,0,0
200000,2,2,2,33,0,17560,4549,0,1
320000,2,1,2,33,0,25534,22812,0,0
90000,2,2,1,37,0,17571,23384,1,1
180000,2,2,1,34,0,8914,8600,0,1
140000,2,2,1,35,0,273478,9500,0,0
330000,2,1,2,36,0,204539,10957,0,0
90000,2,2,2,25,1,2550,2970,1,1
180000,2,2,2,27,0,338461,13517,0,0
200000,2,1,1,38,0,53527,49068,0,0
270000,2,2,1,38,0,253331,129752,0,0
60000,2,1,2,23,0,221667,12904,0,0
80000,2,2,2,26,0,48986,3000,0,0
250000,2,1,2,29,1,81390,66959,0,1
270000,2,2,1,32,0,1581503,87777,0,1
170000,2,1,2,40,0,85935,13484,0,0
250000,2,2,1,36,0,1137619,233939,0,0
360000,2,2,1,38,0,88519,53321,0,0
310000,2,2,1,34,0,297510,11421,0,0
200000,2,2,1,39,0,105941,86443,0,0
130000,2,3,1,42,0,0,5000,1,0
310000,2,2,1,49,0,162032,69582,0,0
200000,2,2,2,34,0,29252,1000,0,0
190000,2,2,1,35,0,1134599,44899,0,0
210000,2,2,1,36,0,29297,2641,0,0
100000,2,2,1,36,0,40488,131971,1,0
90000,2,2,1,39,0,537282,18497,0,1
290000,2,2,2,41,0,1515837,49000,0,0
200000,2,2,1,42,0,9610,1560,0,0
120000,2,1,2,40,0,37969,14598,0,0
130000,2,2,1,37,1,220945,7919,0,1
150000,2,3,1,46,0,211399,70107,0,0
220000,2,1,1,37,0,171183,165702,0,0
200000,2,2,1,37,0,588703,171168,0,0
120000,2,3,1,37,0,14202,11062,0,0
200000,2,2,2,37,0,288,842,1,0
100000,2,2,1,41,0,16263,17889,1,0
130000,2,2,2,43,0,629084,27697,0,0
10000,2,2,2,55,1,46760,2546,0,1
150000,2,2,1,45,0,630435,32507,0,0
60000,2,3,1,42,0,88513,6465,0,0
130000,1,3,2,27,0,794008,32200,0,1
50000,1,1,2,22,0,126711,50691,0,0
410000,1,1,2,27,0,131160,125230,0,0
210000,1,1,2,29,0,5536,5545,1,0
140000,1,2,2,30,0,398883,154752,0,0
80000,1,3,1,31,1,334915,48000,0,1
30000,1,2,2,31,1,73884,5900,0,1
200000,1,1,1,32,0,2660,155490,1,1
550000,1,1,2,31,0,27494,15401,0,1
80000,1,2,2,24,1,48329,24842,0,1
50000,1,1,2,25,0,298494,12400,0,0
30000,1,1,2,26,0,137604,6200,0,1
100000,1,1,2,26,0,106756,49400,0,0
70000,1,1,2,27,0,3672,1453,0,0
220000,1,1,2,32,0,144961,253242,1,0
30000,1,2,2,25,1,22527,14042,0,1
250000,1,2,2,28,0,286564,273247,0,0
20000,1,3,2,28,0,90819,5718,0,1
210000,1,2,2,29,0,414716,17000,0,0
170000,1,2,2,29,0,472179,182015,0,0
10000,1,2,2,29,0,39686,9000,0,0
280000,1,2,2,30,1,658442,141000,0,0
30000,1,2,2,22,1,18458,6400,0,0
20000,1,2,2,24,0,95708,8000,0,1
10000,1,1,2,26,1,52325,5687,0,0
80000,1,2,2,26,0,570,2320,1,0
360000,1,1,2,29,0,1039539,133585,0,0
250000,1,1,2,31,0,1550,6650,1,0
170000,1,2,2,33,0,16524,16524,1,0
80000,1,1,2,33,1,415996,9400,0,0
130000,1,2,1,33,0,148638,8847,0,0
260000,1,2,2,34,0,437976,189111,0,0
20000,1,2,1,31,0,121245,3000,0,1
400000,1,1,1,32,1,573299,21290,0,1
220000,1,1,1,33,0,10387,12059,1,0
180000,1,3,2,27,0,934653,36036,0,0
10000,1,2,2,29,0,55953,5328,0,0
500000,1,3,2,53,0,117949,100587,0,1
50000,1,2,2,35,0,211307,15019,0,0
180000,1,2,1,36,0,18055,4540,0,0
370000,1,2,1,39,0,14294,8915,0,1
360000,1,1,1,37,0,442836,24037,0,0
230000,1,2,1,41,0,210537,12500,0,0
270000,1,1,1,45,0,1695,1876,1,0
150000,1,1,1,35,0,25950,22399,0,0
170000,1,2,1,37,0,0,0,1,0
10000,1,2,1,41,0,27491,24200,0,0
210000,1,1,1,47,0,73499,71273,0,0
270000,1,1,1,39,0,268121,314852,1,0
50000,1,2,2,44,0,94345,12600,0,0
250000,1,2,1,34,0,46850,37385,0,0
50000,1,1,2,35,1,172633,14456,0,1
280000,1,2,1,35,0,692005,21700,0,0
210000,1,2,1,35,0,7054,1243,0,0
360000,1,1,1,45,0,709,709,1,0
250000,1,2,1,44,0,1195260,32145,0,0
170000,1,5,1,40,0,479117,154303,0,0
140000,1,2,2,38,0,836916,38819,0,1
30000,2,2,2,21,0,163214,8096,0,0
20000,2,2,1,22,1,99924,7822,0,1
50000,2,2,2,22,0,241936,50246,0,0
50000,2,1,2,21,0,138803,14164,0,0
60000,2,2,2,22,1,286182,11007,0,0
170000,1,1,1,51,0,1896,1896,1,0
220000,1,1,1,42,0,59759,55797,0,0
50000,2,2,1,30,0,38374,1050,0,1
20000,2,2,2,23,0,68971,6035,0,0
20000,2,2,1,38,0,54859,6166,0,0
50000,2,2,2,30,1,202681,13610,0,1
160000,2,1,1,27,0,876780,30184,0,0
400000,2,2,2,27,0,59958,61228,1,0
140000,2,2,2,27,0,787293,30259,0,0
80000,2,1,2,27,0,12933,10182,0,0
140000,2,2,2,27,0,819634,29100,0,1
340000,2,1,1,27,0,310168,5772,0,0
70000,2,2,2,26,0,216336,57500,0,0
130000,2,1,2,26,0,10316,10316,1,0
30000,2,3,2,22,1,216621,34850,0,1
90000,2,2,2,23,0,148187,23437,0,0
30000,2,2,1,23,0,128436,9375,0,1
100000,2,2,2,22,0,561650,13247,0,1
20000,2,2,1,23,0,102712,5393,0,1
30000,2,1,2,24,0,5839,5198,0,1
90000,2,1,2,23,0,382140,23100,0,1
20000,2,1,2,23,1,110577,9824,0,1
30000,2,2,2,22,0,60736,30187,0,1
80000,2,1,2,22,0,245420,75531,0,0
200000,2,3,2,25,0,45732,39541,0,0
60000,2,3,2,23,0,284844,15220,0,0
60000,2,2,2,22,0,314750,12007,0,1
80000,2,2,1,22,1,396627,8413,0,1
20000,2,1,3,22,1,79770,8000,0,1
130000,2,2,2,22,0,124032,25947,0,1
20000,2,2,2,22,1,69284,12700,0,1
50000,2,1,2,23,0,57086,48454,0,0
60000,2,2,1,23,1,230852,37253,0,1
100000,2,2,2,23,0,568913,23900,0,1
70000,2,3,2,24,0,48042,7425,0,0
30000,2,3,2,22,1,81814,9810,0,1
10000,2,1,2,22,0,40544,3015,0,1
10000,2,2,2,23,0,46067,5154,0,1
50000,2,3,2,23,1,205098,10502,0,0
30000,2,2,2,24,0,0,0,1,0
30000,2,2,2,24,1,162048,8370,0,0
100000,2,3,2,24,0,348779,16438,0,1
30000,2,3,2,24,1,183679,6617,0,1
90000,2,2,2,24,0,248444,70250,0,0
140000,2,2,2,24,1,316812,13500,0,1
50000,2,2,1,24,0,50642,1000,0,0
70000,2,2,2,24,0,168880,34169,0,0
10000,2,2,2,25,1,48653,2400,0,1
20000,2,2,2,24,1,78293,3959,0,1
100000,2,2,2,44,0,25855,11057,0,0
130000,2,1,2,27,0,619475,26711,0,0
130000,2,2,2,24,0,84869,40982,0,0
80000,2,2,2,23,0,395083,12959,0,0
50000,2,2,2,23,0,160075,8208,0,1
50000,2,1,2,23,1,280157,9513,0,1
150000,2,2,1,24,0,19290,21871,1,0
50000,2,2,3,24,0,126332,15472,0,0
70000,2,2,2,26,0,561228,17890,0,0
30000,2,2,1,26,1,180319,8583,0,1
390000,2,1,2,25,0,157782,45417,0,0
80000,2,2,2,25,0,216586,8701,0,0
70000,2,1,2,26,0,283324,17929,0,0
30000,2,2,2,23,1,81205,8600,0,1
60000,2,2,2,23,0,174240,8503,0,0
20000,2,3,1,24,0,91434,7318,0,0
70000,2,2,2,25,1,287373,11900,0,1
200000,2,2,2,25,0,1123201,42601,0,0
50000,2,2,2,23,0,241551,27520,0,0
50000,2,2,1,27,0,228424,5858,0,1
20000,2,2,2,23,0,98905,7400,0,1
50000,2,1,2,23,0,212146,7400,0,1
90000,2,2,2,24,0,117199,44971,0,0
100000,2,2,2,24,0,644389,30700,0,1
70000,2,2,2,24,0,390115,17300,0,0
90000,2,2,2,24,0,269944,8894,0,0
30000,2,3,1,23,0,173235,9421,0,1
100000,2,1,2,27,0,437694,15333,0,0
280000,2,2,2,25,0,1021472,43567,0,0
100000,2,2,2,28,0,506930,16190,0,1
140000,2,2,1,28,0,305426,28054,0,0
10000,2,1,2,27,1,51647,5805,0,1
50000,2,2,1,28,0,173944,6513,0,0
120000,2,1,2,28,0,6248,7186,1,0
20000,2,2,1,27,1,33224,5128,0,0
30000,2,2,1,27,0,3120,2100,0,1
130000,2,2,2,26,0,0,0,1,0
150000,2,1,2,27,0,14278,13833,0,0
180000,2,2,1,27,0,729614,37000,0,0
400000,2,2,2,26,0,341164,11115,0,0
300000,2,1,2,27,0,872,2626,1,0
30000,2,1,2,27,0,155302,8557,0,1
130000,2,1,2,27,0,2112,4102,1,0
20000,2,3,1,26,1,110645,9871,0,1
50000,2,2,1,27,0,214744,39401,0,1
80000,2,2,2,27,0,23894,4521,0,1
20000,2,2,2,26,0,85912,4315,0,0
50000,2,2,2,27,1,272441,10066,0,1
80000,2,2,2,26,0,476651,20050,0,0
340000,2,1,2,26,0,59832,63415,1,0
30000,2,2,1,27,0,159318,32172,0,0
120000,2,2,2,27,0,139525,6083,0,0
50000,2,1,2,27,1,7840,0,0,1
50000,2,2,2,27,0,151682,8513,0,0
500000,2,1,2,28,0,86751,40501,0,0
360000,2,2,2,27,1,2500,0,0,1
60000,2,1,2,27,0,17399,5383,0,1
50000,2,2,2,27,0,259809,10091,0,0
130000,2,1,2,27,0,173390,122724,0,0
360000,2,2,2,29,0,328006,37656,0,0
160000,2,2,2,27,0,941722,38217,0,1
360000,2,2,1,27,0,20527,15381,0,0
210000,2,2,2,28,0,142472,145156,1,0
230000,2,2,2,28,1,1173682,54653,0,1
70000,2,2,2,27,1,228163,17629,0,1
50000,2,2,1,25,0,14861,14008,0,0
80000,2,2,2,25,0,11214,7860,0,0
100000,2,2,2,26,1,45365,14631,0,0
200000,2,2,1,28,0,680803,26227,0,0
70000,2,2,2,28,0,420081,17260,0,0
110000,2,1,1,28,0,605789,34346,0,1
50000,2,1,2,28,1,308391,10256,0,1
50000,2,1,2,28,0,104465,10673,0,1
70000,2,2,2,27,0,169157,10000,0,1
60000,2,2,2,27,1,358853,11800,0,1
130000,2,2,1,27,0,488510,20106,0,0
150000,2,2,2,25,1,708972,25000,0,1
30000,2,2,2,27,0,95626,7751,0,1
200000,2,2,2,26,0,63605,17039,0,0
50000,2,2,1,29,0,281571,9234,0,0
260000,2,1,2,29,0,52128,60174,1,0
360000,2,1,2,29,0,81962,39030,0,0
30000,2,2,2,29,1,97092,7300,0,1
100000,2,2,1,29,1,480368,21004,0,1
80000,2,2,1,29,0,332232,14948,0,1
30000,2,2,1,29,0,163839,12144,0,1
400000,2,1,2,28,0,31485,22962,0,1
240000,2,1,2,29,0,9063,4689,0,1
110000,2,2,2,30,1,744168,27000,0,1
220000,2,1,2,28,0,126173,10020,0,0
200000,2,1,2,28,0,738117,111605,0,0
360000,2,2,2,28,0,1641094,132906,0,0
30000,2,2,2,28,0,125683,6900,0,1
110000,2,1,2,28,0,448825,17199,0,0
80000,2,1,2,29,0,235718,27000,0,0
50000,2,2,2,35,0,94815,7050,0,0
100000,2,1,2,22,1,450807,16500,0,1
50000,2,2,2,23,0,83911,8500,0,0
350000,2,3,2,28,1,0,0,1,0
80000,2,3,1,28,1,341785,12770,0,0
90000,2,1,1,29,0,169307,8170,0,0
120000,2,1,2,27,0,265966,8160,0,0
50000,2,1,2,25,0,31403,4700,0,0
50000,2,2,2,23,0,78334,6100,0,0
90000,2,2,2,24,0,63493,6942,0,1
70000,2,2,2,25,0,209147,15209,0,0
10000,2,2,1,31,0,54135,3480,0,1
130000,2,2,2,29,0,4317,3150,0,1
360000,2,1,2,27,0,608573,19908,0,0
80000,2,2,1,35,0,417583,21448,0,1
70000,2,2,2,27,0,309269,13944,0,1
30000,2,1,2,22,1,99447,3044,0,1
80000,2,2,2,24,0,419451,17599,0,0
80000,2,2,2,24,0,5062,3928,0,0
150000,2,1,2,29,0,236956,8069,0,1
260000,2,2,2,29,0,747200,23200,0,0
20000,2,2,1,29,0,109419,8600,0,1
20000,2,2,2,25,1,57865,4289,0,0
200000,2,2,2,27,0,63966,45912,0,1
110000,2,2,1,25,1,571109,16200,0,1
160000,2,1,1,24,0,28249,24234,0,0
20000,2,2,1,24,0,95474,4700,0,0
110000,2,2,2,26,0,446838,37416,0,0
200000,2,1,2,30,1,650076,50359,0,1
50000,2,3,2,29,1,209277,7638,0,1
340000,2,2,2,30,0,668063,127490,0,0
220000,2,1,2,30,0,48615,44057,0,0
180000,2,2,2,30,0,799341,34600,0,0
110000,2,5,2,32,0,538311,20345,0,1
50000,2,2,1,32,0,238945,9061,0,0
50000,2,3,2,28,0,250410,9400,0,1
240000,2,2,2,29,0,49931,16523,0,0
200000,2,1,2,29,0,76751,22823,0,0
90000,2,3,1,29,0,475122,19476,0,0
20000,2,2,1,29,1,11068,3810,0,0
300000,2,1,2,30,1,0,0,1,0
290000,2,2,2,30,0,18167,20051,1,1
20000,2,2,1,30,1,45972,3020,0,0
200000,2,2,2,31,0,688368,53411,0,0
130000,2,1,1,31,0,771168,30800,0,0
10000,2,2,2,27,0,49184,3689,0,1
210000,2,1,2,28,0,342322,19540,0,0
130000,2,2,1,28,0,638628,24678,0,0
80000,2,2,1,29,1,360674,11300,0,1
410000,2,1,1,37,0,145802,36858,0,0
60000,2,2,1,31,1,247239,14700,0,1
30000,2,2,2,31,0,0,0,1,0
320000,2,2,1,32,0,418295,50376,0,0
80000,2,2,1,32,0,33566,21947,0,0
210000,2,2,1,32,0,957785,119773,0,0
60000,2,2,1,32,1,133998,6200,0,1
310000,2,2,1,29,0,26049,16194,0,0
130000,2,2,2,25,0,539535,273714,0,0
60000,2,2,2,26,0,253176,10261,0,0
30000,2,2,2,29,0,98963,4135,0,0
150000,2,2,2,25,0,24571,18732,0,0
30000,2,2,1,25,1,176804,7480,0,1
130000,2,2,2,42,0,214863,34244,0,0
50000,2,2,2,26,0,126309,7570,0,1
170000,2,2,2,27,0,214701,15000,0,0
30000,2,2,1,32,1,165934,5490,0,1
250000,2,3,1,32,0,5160,4740,0,0
110000,2,2,2,32,0,546637,17515,0,1
160000,2,1,2,29,0,437962,117555,0,0
340000,2,1,2,33,0,382187,28100,0,1
100000,2,3,1,36,0,568113,21532,0,0
230000,2,2,2,28,0,360446,16000,0,0
200000,2,1,1,31,0,0,0,1,0
30000,2,2,1,30,1,14400,0,0,2
120000,2,2,2,30,0,698511,30847,0,0
120000,2,2,2,28,0,403498,15290,0,0
50000,2,2,1,31,1,179987,4278,0,1
20000,2,3,2,31,0,24225,3501,0,0
500000,2,2,2,30,0,463227,105987,0,0
100000,2,1,2,31,0,3700,7371,1,0
50000,2,1,2,38,1,136283,5776,0,1
210000,2,1,2,30,0,46983,15500,0,0
50000,2,2,1,30,0,101825,2400,0,0
200000,2,3,1,29,1,795016,29600,0,1
150000,2,2,2,27,0,128733,73157,0,0
50000,2,2,1,34,1,363978,18112,0,1
300000,2,1,2,30,0,1107413,55719,0,0
120000,2,1,2,31,0,2212,1896,0,0
190000,2,2,2,36,0,1101436,40824,0,0
70000,2,2,1,35,0,412774,17532,0,0
50000,2,2,1,39,1,353866,60692,0,1
50000,2,2,2,38,0,135663,22940,0,1
80000,2,3,1,38,0,446258,20578,0,1
30000,2,2,3,35,1,168031,7194,0,0
140000,2,2,1,41,0,276615,14600,0,1
20000,2,3,1,49,1,119888,3186,0,1
30000,2,2,1,38,1,9717,1007,0,0
260000,2,3,1,44,0,742731,26303,0,0
30000,2,1,1,48,1,170747,9900,0,1
50000,2,2,2,41,1,212992,9037,0,1
50000,2,2,1,35,0,135276,17000,0,0
60000,2,3,1,35,1,94425,13000,0,1
50000,2,2,1,48,1,114216,7500,0,1
80000,2,2,1,38,0,325641,11923,0,0
80000,2,2,1,41,1,441735,18117,0,1
100000,2,3,1,40,0,280151,8987,0,0
30000,2,3,1,37,0,127548,4045,0,1
30000,2,2,1,49,0,158462,8818,0,1
30000,2,3,1,46,0,73514,5371,0,1
50000,2,2,1,31,1,51427,20,0,1
240000,2,2,2,48,1,1303838,48094,0,0
30000,2,3,1,44,0,379,379,1,0
240000,2,2,2,35,0,28641,1005,0,0
50000,2,2,2,31,1,186283,9100,0,1
70000,2,1,2,23,1,130625,43501,0,0
80000,2,3,1,28,0,351218,12496,0,0
120000,2,2,2,30,0,621436,27700,0,1
100000,2,3,1,32,0,221816,14154,0,1
50000,2,2,1,44,0,49644,0,0,0
320000,2,2,1,39,0,113725,76923,0,0
220000,2,1,1,36,0,1243615,46605,0,0
140000,2,1,2,33,0,539237,27000,0,0
140000,2,1,1,37,1,768437,29786,0,0
50000,2,2,2,24,0,148778,41315,0,1
60000,2,1,2,25,1,2602,2064,0,1
90000,2,2,2,47,0,309405,9945,0,0
20000,2,2,3,44,1,14400,0,0,2
130000,2,2,2,29,0,290272,59000,0,1
80000,2,2,1,34,1,395369,9991,0,1
230000,2,2,1,37,0,750936,26986,0,0
180000,2,2,1,29,0,157095,8106,0,0
20000,2,2,2,34,0,20566,40760,1,0
210000,2,2,1,34,0,125644,29575,0,1
70000,2,2,2,22,0,379192,12800,0,1
50000,2,1,2,22,0,106488,7110,0,0
140000,2,2,1,30,0,526660,22000,0,1
100000,2,2,1,32,0,138459,33711,0,0
80000,2,2,2,37,0,9529,3946,0,0
300000,2,1,1,36,0,4288,7056,1,0
200000,2,3,2,26,0,6822,5072,0,0
100000,2,2,2,29,0,1200,600,0,0
50000,2,2,1,45,0,227872,10709,0,0
140000,2,3,1,47,0,767460,5000,0,2
50000,2,2,1,28,0,211914,8630,0,0
500000,2,1,2,28,0,892197,75231,0,0
360000,2,2,2,31,0,11822,11682,0,0
240000,2,2,2,34,0,-60,0,1,0
200000,2,1,1,35,0,2740,2614,0,1
280000,2,1,1,35,0,1008566,80063,0,0
330000,2,1,1,36,0,4280,8080,1,0
100000,2,3,2,32,0,330658,29499,0,0
30000,2,3,1,35,1,17425,600,0,1
130000,2,2,2,37,1,626884,24673,0,1
30000,2,2,2,41,0,121692,5820,0,1
50000,2,3,3,43,1,110268,5489,0,1
80000,2,2,1,39,1,6202,3326,0,1
570000,2,1,2,30,0,1053170,251113,0,0
20000,2,2,1,32,0,127995,5100,0,1
90000,2,2,2,35,0,170405,7509,0,0
150000,2,3,1,43,1,708391,23600,0,1
110000,2,2,1,41,0,765396,20258,0,0
170000,2,3,1,37,0,185174,13085,0,1
90000,2,2,2,26,0,291481,12250,0,0
110000,2,2,2,26,0,288458,12500,0,0
20000,2,2,1,28,0,3880,0,0,1
200000,2,2,1,31,1,30000,0,0,1
50000,2,2,1,34,0,261618,10212,0,0
50000,2,3,1,45,0,133431,6991,0,0
30000,2,3,1,46,0,75130,45944,0,1
50000,2,3,1,46,1,2386,2888,1,0
80000,2,3,1,26,0,63391,9100,0,1
160000,2,1,2,26,0,520406,12354,0,0
10000,2,2,2,40,1,253,3330,1,0
20000,2,2,2,26,0,106730,4775,0,1
70000,2,1,1,34,0,257042,14691,0,0
110000,2,3,3,37,0,374545,13158,0,1
150000,2,2,1,45,0,43063,73636,1,0
500000,2,1,1,39,0,2618282,139432,0,0
30000,2,2,1,48,1,178698,8400,0,1
160000,2,3,1,46,0,41062,39349,0,0
300000,2,2,1,36,0,232935,162380,0,0
200000,2,3,1,46,0,789900,62662,0,0
50000,2,2,2,35,0,8678,4050,0,0
80000,2,2,2,29,0,227811,9200,0,0
140000,2,2,2,29,0,621716,26004,0,1
60000,2,3,1,32,1,275653,11938,0,0
50000,2,3,1,47,0,155842,10766,0,1
30000,2,2,2,39,0,178135,7873,0,0
80000,2,2,1,45,0,167220,7504,0,0
50000,2,2,1,43,0,295709,12823,0,1
90000,2,2,2,39,0,6917,2124,0,1
120000,2,2,1,46,0,419008,14851,0,0
50000,2,2,1,39,1,239325,11000,0,1
80000,2,2,2,31,0,473711,22000,0,1
160000,2,1,1,31,0,15637,12548,0,0
140000,2,2,2,33,0,15396,15396,1,0
50000,2,2,1,33,0,117928,16376,0,0
50000,2,2,1,35,0,171458,17500,0,0
50000,2,3,2,40,0,137153,34300,0,0
360000,2,2,1,47,0,133783,79790,0,0
120000,2,2,1,38,0,135426,7284,0,1
160000,2,3,1,38,1,677355,21800,0,1
100000,2,2,1,42,0,55798,4624,0,0
110000,2,2,1,46,0,548165,21740,0,1
300000,2,3,2,30,1,0,0,1,0
110000,2,2,2,31,0,530186,20516,0,0
220000,2,1,1,31,0,457014,25500,0,0
100000,2,2,2,31,0,449609,11442,0,0
50000,2,2,2,28,0,49794,3519,0,1
140000,2,2,2,28,0,13121,2000,0,1
50000,2,2,1,43,0,85384,52026,0,0
30000,2,3,1,28,1,80675,5908,0,0
170000,2,2,2,30,0,562095,27400,0,0
260000,2,2,1,32,1,4119,3680,0,0
290000,2,2,1,33,1,10255,9161,0,0
80000,2,2,2,37,1,103459,2000,0,1
160000,2,2,1,35,0,5052,4656,0,1
100000,2,1,1,40,1,477845,12720,0,1
40000,2,2,1,37,1,160853,7900,0,1
290000,2,1,2,35,0,1172875,45500,0,0
160000,2,2,2,42,1,696017,20048,0,1
140000,2,2,1,36,0,313313,103209,0,1
80000,2,2,2,45,0,80550,83750,1,0
30000,2,2,1,42,1,111692,6000,0,1
70000,2,2,1,46,1,155088,6800,0,1
30000,2,2,1,29,1,4622,5423,1,0
50000,2,2,1,30,1,72244,3000,0,0
570000,2,1,2,32,0,230364,19880,0,0
200000,2,5,1,33,0,563605,68334,0,0
10000,2,2,1,37,0,15988,936,0,1
60000,2,3,1,48,1,281501,10500,0,0
220000,2,2,2,46,1,512940,25000,0,1
60000,2,2,2,42,1,366677,16172,0,0
280000,2,2,1,42,1,849367,35000,0,1
10000,2,2,2,31,0,60815,5457,0,0
200000,2,1,2,31,0,1070627,42700,0,0
200000,2,2,1,33,1,227603,18403,0,0
220000,2,2,1,37,0,525369,123720,0,0
370000,2,2,1,45,0,1268811,154000,0,1
100000,2,2,1,36,0,94002,19204,0,0
290000,2,2,1,45,0,521367,24000,0,0
20000,2,3,1,43,1,0,0,1,0
200000,2,2,2,36,1,1180668,56259,0,0
110000,2,3,2,33,0,271165,62041,0,0
80000,2,2,1,41,0,304916,11852,0,1
100000,2,2,1,36,0,580458,24100,0,0
50000,2,2,1,39,0,201862,8374,0,0
20000,2,2,3,30,1,111925,5014,0,1
300000,2,1,2,33,0,87988,87646,0,0
160000,2,2,2,41,0,71900,0,0,0
80000,2,3,1,40,1,57700,7540,0,1
30000,2,2,1,34,1,108584,6200,0,1
30000,2,2,1,37,0,65836,5607,0,1
60000,2,2,1,36,0,269814,10200,0,0
200000,2,2,2,32,1,296406,140100,0,0
50000,2,2,1,41,0,90704,4743,0,0
50000,2,3,2,45,0,25672,6144,0,0
270000,2,2,1,42,0,-1980,0,1,0
30000,2,3,1,40,1,173029,8821,0,1
60000,2,2,1,41,1,222685,9373,0,0
60000,2,2,2,28,1,4514,3678,0,1
50000,2,1,1,39,1,236989,35005,0,0
220000,2,2,1,37,0,1085286,34760,0,1
50000,2,3,1,36,1,274676,14290,0,1
30000,2,3,2,33,1,150463,6509,0,1
280000,2,2,2,33,0,131148,6696,0,0
120000,2,2,1,35,0,101888,39886,0,1
120000,2,3,1,39,0,435494,18200,0,1
70000,2,3,1,41,0,108198,5647,0,0
550000,2,2,1,39,0,267502,10926,0,0
220000,2,2,2,36,0,681847,28675,0,0
340000,2,2,1,45,0,22746,20064,0,0
110000,2,3,2,32,0,40578,35117,0,0
140000,2,3,1,34,0,749179,30921,0,0
360000,2,2,2,41,1,1653223,69395,0,0
290000,2,1,2,30,0,7306,6111,0,0
200000,2,2,1,48,0,81849,19980,0,1
60000,2,2,1,38,0,31135,21835,0,0
40000,2,2,1,43,0,6341,5443,0,0
120000,2,2,2,29,0,120968,62420,0,1
