limit_bal,sex,education,marriage,age,default_payment_next_month,totalbillamt,totalpayamt,fullrepayment,max_delay,risk_category,bill_to_limit_ratio,payment_to_bill_ratio
120000,2,1.0,2,27,0,26362,4137,0,-1,0,0.011,0.8
50000,2,1.0,2,28,0,226974,12007,0,0,0,0.29013333333333335,0.9790900735294118
200000,2,2.0,2,28,0,321540,15603,0,0,0,2.948525,0.07427442534826735
180000,2,2.0,2,28,0,28022,15058,0,0,0,2.474953333333333,0.039057975503915224
30000,2,2.0,1,28,0,168272,9312,0,0,0,1.6131222222222221,0.05619422192527489
110000,2,2.0,2,29,1,556707,25984,0,2,1,4.81008125,0.05331250901427081
50000,2,2.0,1,29,0,387489,14957,0,0,0,0.06043333333333333,0.4399338113623828
120000,2,2.0,2,29,0,611088,25900,0,2,1,0.0018647058823529413,9.132492113564668
230000,2,1.0,2,29,0,279918,61619,0,0,0,4.941585714285714,0.034916495861652276
80000,2,2.0,1,29,1,84398,21197,0,2,1,0.4300857142857143,0.2659049137491973
320000,2,2.0,2,29,0,6253,4500,0,-2,0,3.20934,0.06543401447026491
50000,2,3.0,1,29,0,212705,7515,0,0,0,0.4375,1.360130612244898
110000,2,2.0,1,29,0,492343,17315,0,0,0,0.019205555555555556,1.0943014174139427
150000,2,1.0,2,25,0,1650,1320,0,2,1,0.0048,1.0
30000,2,1.0,2,26,0,8704,8522,0,-1,0,4.52668,0.05184373536454974
80000,2,2.0,2,26,0,235882,17520,0,0,0,5.279485714285714,0.04849092444069227
150000,2,2.0,2,26,0,371243,14500,0,0,0,5.51913,0.03723050553257488
270000,2,1.0,2,26,0,435543,24475,0,0,0,0.8893238095238095,0.3590796645926814
160000,2,1.0,2,26,0,769613,41030,0,0,0,1.5557966666666667,0.2688997491103165
150000,2,1.0,2,29,0,9065,3988,0,0,0,5.542166666666667,0.054455237121462725
170000,2,3.0,2,31,0,317,2895,1,1,0,0.00494,3.252361673414305
70000,2,2.0,1,31,0,345911,12078,0,0,0,2.1308777777777776,0.06923594345574854
210000,2,1.0,2,31,0,90318,24016,0,0,0,3.0860121212121214,0.02661471507800594
50000,2,1.0,2,30,0,160467,10500,0,0,0,0.01368611111111111,0.6013801501928151
70000,2,1.0,2,27,0,30625,41654,1,2,1,0.4331238095238095,0.28019042174238096
180000,2,1.0,2,28,0,3457,3783,1,1,0,4.8011,0.041425691797481595
260000,2,2.0,2,27,1,1248,1248,1,-1,0,0.764576,0.09207717741597958
50000,2,2.0,1,27,0,226334,11734,0,0,0,1.0221875,0.06413940690920208
140000,2,1.0,2,27,0,739128,35841,0,0,0,2.149455172413793,0.04337747175707717
100000,2,2.0,1,30,1,551913,20548,0,2,1,3.369767857142857,0.03720052780236027
420000,2,2.0,2,29,0,373516,134122,0,0,0,0.31193529411764703,0.488006562446963
300000,2,2.0,2,30,0,466739,125506,0,1,0,5.002083333333333,0.03718783840066639
30000,2,2.0,2,25,1,166265,9054,0,0,0,0.12957272727272728,0.6238686592296359
150000,2,4.0,1,26,0,741,2410,1,1,0,4.0697,0.11708479740521414
180000,2,2.0,1,26,0,383558,26556,0,0,0,2.7369,0.04593309427245632
330000,2,1.0,2,26,1,1018384,27104,0,2,1,0.2792,0.2403295128939828
360000,2,2.0,2,26,0,4927,2963,0,-1,0,3.309175,0.04146803961712511
210000,2,2.0,2,27,1,90956,25485,0,0,0,0.9174916666666667,0.10006448741587116
90000,2,1.0,2,27,0,432099,17900,0,0,0,0.51195,0.7815919523390956
250000,2,2.0,1,28,1,191144,17600,0,2,1,3.41620625,0.041255559438192584
80000,2,3.0,2,24,0,81775,5245,0,3,1,0.21102,1.2949799387103909
290000,2,1.0,2,27,0,623342,27039,0,0,0,0.19125263157894737,0.22015520942264297
280000,2,1.0,2,29,0,943535,35100,0,0,0,0.0,0.0
340000,2,1.0,1,29,0,106058,51757,0,0,0,3.841685714285714,0.04244788374151228
120000,2,1.0,2,29,0,600250,22322,0,0,0,0.005802857142857143,0.9871984244214672
110000,2,3.0,2,31,0,14253,8892,0,0,0,0.624647619047619,0.083856803073733
30000,2,2.0,2,22,0,122091,14295,0,0,0,4.0536,0.04692536675218736
70000,2,2.0,2,24,0,191583,8800,0,0,0,5.116807692307693,0.043145891744401935
20000,2,3.0,1,24,0,5584,1342,0,-1,0,1.8661588235294118,0.14064120385693166
80000,2,2.0,2,25,0,264734,10978,0,0,0,-0.03612,-0.0
120000,2,2.0,1,25,1,110099,11017,0,2,1,5.1931,0.08226492846276791
500000,2,1.0,2,26,0,255975,200068,0,0,0,0.14158518518518518,0.5656325206654808
320000,2,2.0,2,27,0,1093186,45100,0,2,1,5.472433333333333,0.021227607462859302
150000,2,1.0,2,27,0,31653,40990,1,-1,0,0.6460125,0.24842785549815213
190000,2,2.0,2,27,1,36338,8000,0,2,1,5.600175,0.04486466940765244
130000,2,2.0,1,29,0,0,0,1,1,0,0.5642419354838709,0.04277506217305548
70000,2,2.0,1,34,0,268918,11415,0,0,0,5.2569,0.10462439840970915
350000,2,1.0,2,30,0,2031,2005,0,-2,0,4.17665,0.04051991428537225
210000,2,1.0,2,27,1,131176,11000,0,0,0,0.047716666666666664,0.5524508091745256
120000,2,2.0,1,27,1,486432,22826,0,2,1,4.880025,0.06915948176494997
130000,2,2.0,1,28,0,665185,28700,0,0,0,5.224328571428571,0.039158825604383884
170000,2,2.0,2,27,0,317247,44618,0,0,0,2.24692,0.09644906509058326
100000,2,3.0,1,30,0,-3612,0,1,1,0,1.48605,0.08071060866054305
200000,2,1.0,2,28,0,1038620,85442,0,0,0,1.24244,0.8350342873700138
270000,2,1.0,2,28,0,38228,21623,0,0,0,3.369965,0.05563856004439215
30000,2,2.0,1,30,1,164173,3485,0,5,2,2.301576923076923,0.02673752109757524
160000,2,2.0,2,24,0,103362,25678,0,0,0,0.04160666666666667,0.0
80000,2,3.0,1,26,0,448014,20100,0,2,1,5.318211764705882,0.035513927724489434
310000,2,1.0,2,26,0,174915,7482,0,0,0,6.2901444444444445,0.005299295370358921
20000,2,1.0,2,23,0,105138,11000,0,0,0,0.432875,0.08668062373664452
80000,2,1.0,2,27,1,334132,13539,0,0,0,0.62652,0.11172827683074762
180000,2,1.0,2,28,0,8589,4745,0,2,1,2.04086,0.06992150367982125
80000,2,1.0,2,29,0,390402,27000,0,0,0,1.420725,0.27103239543190977
140000,2,2.0,2,28,0,731406,28641,0,0,0,0.03279,2.3903629155230255
150000,2,4.0,2,26,0,337038,32507,0,0,0,2.4176125,0.03879343774074629
100000,2,2.0,2,27,0,148605,11994,0,2,1,0.2764083333333333,0.1418794657662275
50000,2,1.0,2,27,1,62122,51874,0,1,0,0.43780434782608696,0.5958289885297184
200000,2,1.0,2,28,0,673993,37500,0,0,0,-0.008266666666666667,-541.0846774193549
130000,2,2.0,1,28,0,299205,8000,0,2,1,0.8956136363636363,0.11322861420559799
150000,2,1.0,1,29,0,6241,0,0,2,1,4.0975625,0.04896813654459206
170000,2,2.0,1,30,0,904096,32108,0,0,0,0.0,0.0
180000,2,2.0,2,28,1,1132226,6000,0,8,2,0.1545425,0.47915621916301343
320000,2,2.0,2,28,1,138520,12007,0,2,1,4.36908,0.035595594495866405
50000,2,1.0,2,28,0,31326,3500,0,2,1,0.08433,1.0373532550693703
50000,2,2.0,2,27,0,102043,7135,0,0,0,0.0,0.0
80000,2,3.0,1,27,0,113658,30805,0,0,0,0.18167777777777777,0.6116751269035533
100000,2,1.0,2,27,0,3279,7838,1,1,0,0.5858136363636364,0.11291987057627698
80000,2,2.0,2,23,0,193409,7503,0,0,0,2.742692857142857,0.037064720022293
120000,2,1.0,2,26,0,33169,4706,0,2,1,0.00334,12.019760479041917
230000,2,1.0,2,31,0,100695,59997,0,-2,0,1.8707458333333333,0.27434913436931346
60000,2,2.0,1,31,1,-496,268378,1,-1,0,5.5511,0.03958355246068637
220000,2,1.0,2,30,0,197035,22310,0,0,0,5.52372,0.03063877242148407
80000,2,2.0,2,30,0,327805,16052,0,0,0,0.9903307692307692,0.06310634364586812
300000,2,1.0,2,28,0,0,0,1,1,0,5.347075,0.034598355175493145
400000,2,1.0,2,30,0,61817,29620,0,0,0,0.0,0.0
50000,2,2.0,2,31,0,218454,7776,0,0,0,0.4716888888888889,0.21985615126103206
200000,2,1.0,2,30,0,16866,17496,1,-1,0,0.22436666666666666,0.0
120000,2,1.0,2,32,0,0,0,1,1,0,0.010333333333333333,1.6505376344086022
360000,2,1.0,1,31,0,65404,40006,0,0,0,0.44831470588235295,0.5803302564506289
220000,2,2.0,2,30,0,128879,14553,0,0,0,3.863057142857143,0.29034554423957337
280000,2,2.0,1,31,0,767954,28464,0,0,0,0.19973888888888888,0.08900508997858315
500000,2,2.0,2,31,0,1670,20073,1,-2,0,3.4742,0.043586053383992476
240000,2,3.0,2,31,0,448979,123177,0,0,0,6.085518181818181,0.045263942564090304
310000,2,2.0,1,30,0,1720841,68117,0,0,0,0.13432,0.9313579511614056
200000,2,1.0,2,28,1,1104744,33848,0,2,1,0.4472642857142857,1.343804398166632
260000,2,2.0,2,28,0,257486,16249,0,0,0,0.5559388888888889,0.6106786317440965
200000,2,2.0,2,28,1,1069415,37000,0,2,1,0.00035357142857142857,50.676767676767675
180000,2,1.0,2,27,0,0,0,1,-2,0,0.4302967741935484,0.5
270000,2,2.0,1,27,0,127356,28000,0,2,1,0.1438,0.19883938420219655
30000,2,2.0,2,28,0,6731,0,0,-1,0,0.15950952380952382,0.9997313192226169
180000,2,2.0,2,28,0,1860,3070,1,-1,0,0.019171428571428572,1.0009935419771485
340000,2,2.0,1,29,0,152427,88458,0,0,0,0.03,0.0
140000,2,4.0,2,28,1,540828,157027,0,0,0,5.30878,0.048628875184128936
180000,2,1.0,2,28,1,35953,3200,0,2,1,0.07781785714285715,0.9124328789756299
150000,2,2.0,2,27,0,521130,22714,0,2,1,5.65482,0.04067326634623206
110000,2,1.0,2,27,0,669407,30300,0,0,0,3.0549833333333334,0.03818896993436953
50000,2,2.0,1,28,0,6716,6255,0,2,1,0.07085,1.028757939308398
140000,2,1.0,2,28,0,62617,84145,1,-1,0,1.22358,0.6434070514392194
360000,2,1.0,2,28,0,200138,122220,0,0,0,0.79715,0.21116895607267558
280000,2,2.0,2,29,0,99,5017,1,-2,0,5.184921052631579,0.03568038898222071
310000,2,1.0,2,28,0,133392,66696,0,0,0,1.6461866666666667,0.04857286334478066
290000,2,2.0,1,28,0,41702,8292,0,0,0,0.014411764705882353,0.12244897959183673
210000,2,1.0,2,28,0,33497,33488,0,-1,0,1.9469066666666666,0.04965141283951294
210000,2,1.0,1,29,0,4026,4030,1,-1,0,1.0446102564102564,0.024546021335401746
110000,2,2.0,2,29,1,3300,0,0,4,1,4.578514285714285,0.18945322250511706
50000,2,1.0,2,28,0,265439,12908,0,0,0,3.29895,0.04292527420340816
280000,2,1.0,2,28,0,21789,19881,0,0,0,5.582,0.07763047892033918
50000,2,2.0,2,28,1,282741,11500,0,3,1,2.26688,0.041466685488424616
120000,2,2.0,1,28,1,366598,14000,0,2,1,5.072233333333333,0.03837954352783455
80000,2,2.0,1,28,0,5668,5831,1,1,0,0.6297888888888888,0.1008274377657416
50000,2,1.0,2,29,0,61179,39363,0,0,0,0.12549,1.1098095465774165
60000,2,2.0,2,28,1,47829,10100,0,2,1,0.009314285714285714,1.0
190000,2,1.0,2,28,1,985135,35150,0,2,1,0.7009130434782609,0.37259475218658894
150000,2,1.0,2,28,1,246928,11994,0,2,1,0.07241,0.7224140312111587
170000,2,1.0,2,28,0,2450,300,0,0,0,0.41924285714285714,0.03832305403164435
150000,2,2.0,2,28,0,292036,14500,0,0,0,3.595083333333333,0.07881133956097448
390000,2,1.0,2,28,0,407398,10000,0,0,0,4.55862,0.0789712676204641
70000,2,2.0,2,29,0,320496,60719,0,0,0,6.02335,0.02985603249575956
120000,2,2.0,2,29,0,395874,16993,0,0,0,2.074809523809524,0.3367423286130683
30000,2,2.0,1,29,0,167460,13000,0,2,1,4.82568,0.05636511331045573
200000,2,2.0,1,26,0,453376,18800,0,0,0,2.0547974358974357,0.04554694392484879
300000,2,2.0,2,28,1,1521670,58401,0,2,1,0.35054,0.9395218805271867
90000,2,1.0,2,29,1,56681,5715,0,2,1,0.813025,0.07838627348482519
200000,2,1.0,1,30,0,25098,27854,1,-2,0,0.0828,0.0
210000,2,1.0,2,31,0,1956,1956,1,-1,0,1.568568085106383,0.032405215761224154
230000,2,2.0,2,31,0,161210,60066,0,0,0,0.807665,0.5132325902447178
200000,2,1.0,2,31,0,14482,10462,0,1,0,0.04264375,0.5484391030338561
420000,2,2.0,1,32,0,176082,6748,0,0,0,0.6586863636363637,0.7714183188301785
60000,2,3.0,1,28,0,215705,17000,0,2,1,2.855844827586207,0.032323305501723625
50000,2,2.0,1,34,0,227931,18000,0,2,1,0.0652,0.6
60000,2,2.0,1,28,0,361401,10790,0,2,1,1.6292241379310344,0.04169532779512144
210000,2,1.0,2,28,0,435710,146722,0,0,0,6.651366666666667,0.049939611408181775
50000,2,2.0,1,28,0,241284,13600,0,2,1,1.357875,0.06559882168829974
390000,2,3.0,1,28,1,801371,36500,0,0,0,5.429485714285715,0.03322861412814684
150000,2,1.0,2,28,0,52581,49401,0,1,0,1.6525,0.25965506807866867
200000,2,2.0,2,30,0,162605,12746,0,0,0,4.2351,0.06729475100942127
150000,2,1.0,1,31,0,12420,0,0,-1,0,5.23358,0.043159749158319924
470000,2,2.0,2,30,0,737227,23890,0,0,0,0.013338461538461539,1.0
200000,2,1.0,1,30,0,161533,82904,0,2,1,5.195607142857143,0.03731036521237034
160000,2,1.0,2,31,0,6823,3742,0,0,0,1.0457,0.34453725609223695
220000,2,2.0,2,30,1,144911,111787,0,2,1,0.04049666666666667,0.9375257222816693
290000,2,2.0,1,32,0,828195,26770,0,2,1,0.32874,1.1099957413153252
50000,2,3.0,3,32,0,3260,1956,0,2,1,4.0048,0.05278166200559329
290000,2,2.0,1,32,0,472475,19700,0,0,0,5.38215,0.03401428797042074
30000,2,2.0,2,23,1,199541,9965,0,2,1,0.1937875,0.8211958975682127
40000,2,3.0,1,23,1,54315,3563,0,3,1,1.5572529411764706,0.048547026626827784
70000,2,1.0,2,26,0,380064,12629,0,0,0,0.45189523809523807,0.2910809500727096
100000,2,2.0,2,23,0,165250,42908,0,0,0,1.7851571428571429,0.08962796392474452
20000,2,1.0,2,23,0,84702,5700,0,0,0,1.6695458333333333,0.45044934875003434
50000,2,2.0,2,23,1,261679,11294,0,0,0,1.356184,0.030464892669431285
130000,2,4.0,2,39,0,1734,1734,1,-1,0,2.5059833333333335,0.06682007728170579
140000,2,2.0,1,28,1,727385,27139,0,2,1,0.46129166666666666,0.9904886640773192
230000,2,1.0,1,30,0,240511,82865,0,0,0,0.4962809523809524,0.7766530095280131
300000,2,2.0,2,30,0,12149,11390,0,2,1,3.07269,0.033169633122768646
200000,2,1.0,2,29,1,65748,72980,1,-1,0,5.80174,0.044328080886079
100000,2,1.0,2,29,0,400480,21138,0,2,1,1.07268,0.23358628233334577
100000,2,2.0,2,30,0,538215,18307,0,0,0,2.1248428571428573,0.07006232393656002
80000,2,2.0,2,29,1,15503,12731,0,2,1,0.11990816326530612,0.46619011147987405
170000,2,2.0,2,29,0,264733,12852,0,0,0,1.4268117647058824,0.04782361332134995
420000,2,1.0,2,29,0,189796,55246,0,0,0,3.24579,0.03916457934740079
70000,2,1.0,2,29,0,124961,11200,0,2,1,0.114175,0.9468359973724546
480000,2,2.0,2,30,1,801382,360982,0,0,0,0.2269125,0.8094529829780202
250000,2,4.0,1,27,0,339046,10329,0,0,0,1.7810954545454545,0.17190901411541926
180000,2,1.0,2,28,0,451077,30141,0,0,0,0.0,0.0
240000,2,1.0,2,28,0,110710,109657,0,0,0,4.4229,0.03862096512846021
210000,2,1.0,2,28,0,104219,80942,0,0,0,4.5843,0.031107984497815006
100000,2,1.0,2,28,0,307269,10192,0,3,1,3.3528,0.08505130040563111
50000,2,1.0,2,28,0,290087,12859,0,0,0,5.9407,0.045028363660848045
300000,2,1.0,2,28,0,321804,75169,0,0,0,5.87352,0.040095206962775305
70000,2,1.0,2,28,0,148739,10421,0,0,0,5.90393,0.03692455703234964
490000,2,1.0,2,29,0,58755,27391,0,0,0,4.1768,0.06255506607929516
170000,2,1.0,2,29,0,242558,11600,0,0,0,6.6345,0.04689125028261361
100000,2,1.0,2,29,0,324579,12712,0,0,0,5.9938714285714285,0.034797447869371334
200000,2,2.0,2,32,0,22835,21621,0,2,1,0.010809523809523809,1.0823788546255506
80000,2,2.0,2,32,0,18153,14694,0,-2,0,5.377666666666666,0.07526808405132338
220000,2,2.0,2,32,0,391841,67361,0,0,0,4.70616,0.039325054821765515
300000,2,3.0,2,33,1,0,0,1,-2,0,5.56375,0.08787238822736464
120000,2,2.0,1,33,0,530748,20498,0,0,0,0.062915,0.14944766748788046
240000,2,2.0,2,30,0,1100232,34226,0,0,0,4.27179696969697,0.040237129644539626
200000,2,1.0,2,30,0,670560,57032,0,0,0,0.17051666666666668,0.9206333691721239
40000,2,2.0,1,30,0,237628,10700,0,0,0,6.559528571428571,0.038672204230704735
200000,2,1.0,2,30,0,1174704,47100,0,2,1,0.015725,1.091679915209327
100000,2,1.0,2,30,0,590393,21800,0,3,1,0.017815,2.527364580409767
50000,2,2.0,1,31,0,208840,13064,0,0,0,0.10502,1.4013521234050657
40000,2,2.0,1,32,0,265380,12444,0,0,0,0.7496666666666667,0.1926782273603083
70000,2,2.0,1,32,0,419571,14600,0,3,1,0.5520083333333333,0.18686815315791327
210000,2,1.0,2,31,0,2270,2457,1,-2,0,5.434746153846154,0.04118796858391235
30000,2,2.0,2,28,0,161330,12143,0,0,0,0.216275,0.8973143759873617
100000,2,1.0,2,30,0,470616,18507,0,0,0,0.011034782608695653,1.1970055161544524
20000,2,2.0,1,30,0,111275,9778,0,0,0,0.5688558823529412,0.05025567315199239
400000,2,2.0,1,36,0,25166,3761,0,2,1,3.725353125,0.047814259218715
330000,2,2.0,1,28,0,1409693,56722,0,2,1,4.713315151515151,0.03373036028170354
240000,2,2.0,2,30,1,40924,37676,0,0,0,0.1606,0.2392590286425903
70000,2,1.0,2,29,1,459167,17757,0,2,1,0.4549066666666667,0.6499355179084354
240000,2,1.0,2,29,0,3774,4120,1,-1,0,0.0172625,0.9319333816075308
200000,2,1.0,1,27,0,3563,9005,1,2,1,5.07028,0.04064469812318058
100000,2,1.0,2,27,0,10502,14717,1,-2,0,0.0,0.0
180000,2,1.0,2,29,0,134940,26000,0,0,0,5.419894736842105,0.03572219308978617
360000,2,2.0,2,30,0,198723,37135,0,0,0,2.73792,0.07636453950444133
130000,2,2.0,2,29,0,706517,29100,0,0,0,0.22845555555555555,0.47575507027868297
120000,2,2.0,2,30,0,25953,23288,0,-2,0,2.010157142857143,0.07345789123333167
230000,2,1.0,2,30,0,2538,3038,1,-2,0,5.771579166666666,0.03887006661232953
340000,2,4.0,2,30,0,193411,9720,0,0,0,4.427716666666667,0.05006342622043717
320000,2,1.0,2,29,0,1192113,57000,0,0,0,0.030497727272727274,0.4112079886727774
330000,2,3.0,2,29,0,1555394,52464,0,0,0,5.629033333333333,0.04537783278360405
80000,2,3.0,2,30,1,12848,3074,0,2,1,0.10329565217391304,0.0
150000,2,1.0,1,30,0,68236,44349,0,0,0,2.6060545454545454,0.031268095972316216
160000,2,3.0,1,31,1,2762,2574,0,-2,0,3.79625,0.04283832729667435
50000,2,3.0,1,37,0,253514,10304,0,0,0,5.460733333333334,0.03879210362466579
300000,2,4.0,1,48,0,0,0,1,-2,0,5.323748,0.03982833146873218
190000,2,2.0,1,36,0,1029780,36786,0,0,0,5.468966666666667,0.055360854274725875
50000,2,2.0,2,27,0,136896,10454,0,0,0,4.81184,0.03437354525503757
90000,2,1.0,2,28,0,20561,9782,0,0,0,5.81698,0.050290700672857735
210000,2,1.0,2,28,0,422133,31009,0,0,0,5.528033333333333,0.04379496023299426
240000,2,1.0,2,28,0,1385179,53842,0,0,0,5.760566666666667,0.07823304420282727
60000,2,2.0,1,34,1,265663,13300,0,2,1,0.299676,0.0
440000,2,2.0,2,35,0,13419,5518,0,0,0,3.14548,0.041329145313274925
30000,2,2.0,1,42,1,168871,7663,0,2,1,3.6033,0.050509255404767854
230000,2,2.0,2,26,0,23758,0,0,0,0,0.04832,0.0
440000,2,2.0,2,28,1,1146664,35854,0,2,1,2.6463666666666668,0.06507874528179097
80000,2,2.0,1,29,1,303700,13010,0,0,0,3.1221,0.06367509048396912
30000,2,2.0,1,30,0,163822,6355,0,0,0,3.8942533333333333,0.050030985828691164
250000,2,2.0,2,35,0,1330937,53009,0,0,0,5.00506,0.23656060067211981
30000,2,1.0,1,45,1,164069,9083,0,2,1,1.5201571428571428,0.06437304414017347
50000,2,3.0,3,49,0,240592,8270,0,2,1,0.860625,0.0
50000,2,2.0,2,34,0,290849,14627,0,0,0,0.04307142857142857,13.03117744610282
30000,2,2.0,2,34,0,165841,7263,0,2,1,0.5104111111111111,0.0947602150771709
30000,2,2.0,1,45,1,172817,13520,0,0,0,1.0503424242424242,0.05770124028816
500000,2,2.0,1,42,0,149838,0,0,0,0,2.716826315789474,0.052499336493625495
50000,2,2.0,1,41,1,157274,6500,0,2,1,1.5437714285714286,0.07403020432336394
50000,2,2.0,1,36,0,180165,9100,0,0,0,6.09658,0.023924889036148134
50000,2,1.0,2,22,0,2416,0,0,0,0,5.25715,0.04109641155378865
90000,2,2.0,2,26,0,238173,15500,0,0,0,0.50515,0.33560480892956396
30000,2,1.0,2,26,1,93663,5964,0,2,1,5.4272,0.06543890035377359
150000,2,3.0,1,43,0,584138,29225,0,0,0,4.556125,0.035940629372547946
50000,2,2.0,1,23,0,250253,59200,0,0,0,3.48916,0.04911783925070791
70000,2,2.0,2,23,1,106411,6850,0,2,1,4.527057142857143,0.04247477074352938
80000,2,2.0,2,23,0,68850,0,0,0,0,5.8583,0.05783816693124854
280000,2,1.0,2,29,0,12060,157156,1,-1,0,4.22059,0.026425215431965673
90000,2,2.0,1,30,0,45937,4353,0,0,0,4.79608,0.04274324031292222
330000,2,1.0,1,39,0,346613,20000,0,0,0,5.049125,0.042386056990072536
190000,2,2.0,1,46,0,516197,27100,0,0,0,0.43242,0.3217705009019009
210000,2,1.0,1,40,0,324192,24000,0,0,0,3.9309066666666665,0.18540930336682293
100000,2,1.0,1,30,1,609658,14586,0,4,1,4.2924,0.046550714219151454
20000,2,2.0,2,30,1,105143,4321,0,3,1,4.765071428571429,0.05996012651586695
260000,2,1.0,1,31,0,131339,44078,0,0,0,4.926366666666667,0.024013640884762943
20000,2,2.0,1,26,1,108544,7103,0,4,1,5.3669625,0.03335219875301905
80000,2,3.0,1,37,1,364490,13100,0,0,0,1.345875,0.059905266090833104
50000,2,2.0,1,42,0,174458,8569,0,0,0,2.15243,0.04446602212383213
70000,2,3.0,1,35,1,316894,13460,0,2,1,4.6647,0.038634853259587966
30000,2,2.0,1,38,0,175749,10165,0,2,1,5.541733333333333,0.04451074272790703
100000,2,1.0,2,25,1,422059,11153,0,2,1,0.75875,0.12466776496430533
50000,2,1.0,2,25,0,239804,10250,0,2,1,3.3505,0.04319332361415633
80000,2,2.0,1,27,1,403930,17121,0,2,1,1.1736111111111112,0.10642366863905325
50000,2,2.0,1,27,1,21621,6957,0,0,0,4.0743,0.3157515810486873
150000,2,4.0,1,28,0,589636,109324,0,0,0,3.432126923076923,0.04821858614247949
140000,2,1.0,2,29,0,600936,27974,0,0,0,4.704405882352941,0.03251020007527362
70000,2,1.0,1,31,0,333555,20000,0,0,0,4.5778,0.03830952276930694
30000,2,2.0,1,31,0,147791,3549,0,2,1,2.812811111111111,0.043222873124158116
80000,2,2.0,1,32,1,429357,14320,0,2,1,0.63186,0.19912638875700314
40000,2,2.0,1,41,0,53835,3225,0,0,0,4.606257142857143,0.09012585365248513
100000,2,2.0,1,37,0,215243,9571,0,0,0,5.941642857142857,0.046798023634636886
50000,2,2.0,1,40,0,233235,9011,0,0,0,0.0,0.0
30000,2,3.0,1,35,1,166252,7400,0,2,1,1.0430428571428572,0.17805048416035502
120000,2,1.0,1,35,0,91050,11351,0,0,0,1.6469,0.09541736422542786
260000,2,3.0,1,39,0,871130,37627,0,0,0,0.3675333333333333,0.6069290767277344
90000,2,2.0,1,35,0,105625,11241,0,0,0,5.92,0.04329150579150579
30000,2,2.0,1,33,0,122229,38594,0,0,0,2.631161111111111,0.03987044165123551
260000,2,1.0,1,37,0,892353,43028,0,0,0,6.59578,0.05391325969028682
170000,2,1.0,1,39,0,799749,26000,0,2,1,5.00115,0.2857342811153435
150000,2,2.0,1,36,0,686670,26306,0,0,0,4.862826923076923,0.0396659113288804
90000,2,3.0,1,40,0,253153,10942,0,2,1,1.3037,0.3522501890224526
50000,2,3.0,2,45,0,31593,6291,0,0,0,5.15122,0.046590904678891605
70000,2,1.0,2,29,0,322438,29060,0,0,0,5.640886666666667,0.04231013327691982
210000,2,1.0,2,29,0,1247745,58392,0,0,0,1.6925266666666667,0.04094470200371043
450000,2,1.0,2,31,0,0,0,1,-2,0,7.1078,0.05883677087143701
70000,2,3.0,1,32,1,73013,13000,0,2,1,4.008366666666666,0.05772924965280954
70000,2,3.0,2,32,1,115283,11000,0,2,1,4.494,0.04719626168224299
300000,2,3.0,2,34,0,110260,66920,0,2,1,3.46846,0.060545602371081114
70000,2,1.0,1,29,0,414400,17940,0,0,0,5.640625,0.03976952908587258
180000,2,2.0,1,37,0,473609,18883,0,0,0,0.32452142857142857,0.1618867343120639
50000,2,3.0,1,29,1,329789,17780,0,2,1,2.4018,0.1311516362727954
20000,2,2.0,2,27,0,100023,28580,0,2,1,2.5884,0.16890743316334414
260000,2,1.0,2,31,0,1264335,50151,0,0,0,0.17819166666666666,0.4939437871206098
70000,2,3.0,1,34,0,91259,32146,0,0,0,3.01196,0.008725215474309088
50000,2,2.0,3,31,1,257561,12000,0,3,1,2.8872333333333335,0.10967823868293752
150000,2,2.0,1,34,0,846133,35800,0,0,0,3.041042857142857,0.04149579013464992
150000,2,3.0,1,45,0,253879,10395,0,0,0,0.0,0.0
20000,2,2.0,1,37,0,142156,8364,0,0,0,1.3961833333333333,0.21396028060625594
60000,2,2.0,2,45,0,240502,13884,0,0,0,0.011198305084745763,0.6639927349780536
50000,2,2.0,1,30,0,224700,10605,0,0,0,2.4436961538461537,0.25591750201853747
50000,2,1.0,2,25,0,173423,10500,0,2,1,0.6013777777777778,0.24613849678516
80000,2,1.0,1,27,1,451250,17946,0,3,1,0.9382545454545455,0.0520017828075343
140000,2,1.0,2,27,0,45433,7355,0,0,0,0.05769285714285714,0.9054104246626222
20000,2,3.0,2,28,1,48036,6300,0,2,1,0.16887142857142856,0.9490172856216338
10000,2,2.0,1,49,1,25884,4372,0,2,1,1.7403333333333333,0.7183106684543191
120000,2,2.0,1,45,0,21383,10562,0,0,0,3.956008333333333,0.12587814737498446
50000,2,2.0,1,40,1,150598,1314,0,3,1,2.5641,0.1181116181116181
30000,2,2.0,1,39,1,86617,9500,0,2,1,3.68315,0.03610360696686261
210000,2,2.0,1,49,1,638619,26500,0,2,1,1.3138181818181818,0.05388181566565181
150000,2,1.0,2,27,1,0,0,1,-2,0,1.4016166666666667,0.43504821812906525
180000,2,3.0,1,28,0,251313,53771,0,0,0,0.62883,0.6979469809010385
590000,2,2.0,1,29,1,6607,4387,0,0,0,4.75432,0.038555461138501404
260000,2,1.0,1,30,0,635361,162600,0,0,0,0.022915555555555557,1.5855314197051977
90000,2,3.0,1,35,0,54124,13322,0,0,0,0.9134733333333334,0.5360419205815167
110000,2,2.0,1,28,0,103208,5367,0,0,0,0.45206666666666667,0.7867571154696947
140000,2,1.0,2,28,0,8077,7313,0,0,0,5.591914285714286,0.04859823111942243
